Date,AAPL,AMZN,COP,CVX,GOOG,HES,INTC,ORCL,OXY,XOM
2013-06-20,14.8871431350708,13.67199993133545,60.279998779296875,117.94999694824219,,64.27999877929688,24.190000534057617,33.209999084472656,85.2099838256836,89.05000305175781
2013-06-21,14.76785659790039,13.668000221252441,60.36000061035156,118.93000030517578,,64.0199966430664,24.200000762939453,30.139999389648438,86.14888000488281,89.4800033569336
2013-06-24,14.376428604125977,13.530500411987305,59.349998474121094,116.81999969482422,,62.869998931884766,23.579999923706055,30.170000076293945,84.9129867553711,88.4800033569336
2013-06-25,14.379643440246582,13.604499816894531,59.83000183105469,117.44999694824219,,63.650001525878906,23.8799991607666,29.959999084472656,84.95130920410156,89.11000061035156
2013-06-26,14.21678638458252,13.878499984741211,60.33000183105469,118.1500015258789,,65.70999908447266,24.010000228881836,30.139999389648438,85.5069808959961,89.80000305175781
2013-06-27,14.063570976257324,13.8774995803833,60.34000015258789,118.70999908447266,,67.05000305175781,24.049999237060547,30.450000762939453,86.52252960205078,90.04000091552734
2013-06-28,14.161786079406738,13.884499549865723,60.5,118.33999633789062,,66.48999786376953,24.229999542236328,30.709999084472656,85.48782348632812,90.3499984741211
2013-07-01,14.614999771118164,14.104999542236328,61.22999954223633,119.08000183105469,,66.70999908447266,23.889999389648438,30.110000610351562,86.24468994140625,90.30000305175781
2013-07-02,14.946070671081543,14.18649959564209,61.790000915527344,119.1500015258789,,67.22000122070312,23.719999313354492,30.100000381469727,86.77162170410156,90.63999938964844
2013-07-03,15.028571128845215,14.201499938964844,61.84000015258789,119.08000183105469,,67.19999694824219,23.760000228881836,30.700000762939453,85.99559020996094,90.69000244140625
2013-07-05,14.907856941223145,14.293999671936035,62.310001373291016,120.51000213623047,,68.12999725341797,24.059999465942383,31.190000534057617,87.02072143554688,91.56999969482422
2013-07-08,14.823213577270508,14.529500007629395,63.040000915527344,121.23999786376953,,68.52999877929688,23.190000534057617,31.649999618530273,87.0302963256836,92.25
